hotel,canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,avg_daily_rate,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,total_nights,total_guests,arrival_date,lead_time_category,price_quartile,country_upper,is_online,country_prefix,status_length,market_Complementary,market_Corporate,market_Direct,market_Groups,market_Offline TA/TO,market_Online TA,market_Undefined,star_rating
Resort Hotel,0,38,2016,march,13,24,0,3,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,240,0,0,Transient,76.33,0,0,Check-Out,2016-03-27,3,3.0,2016-03-24,Planned,Medium,ESP,True,ES,9,False,False,False,False,False,True,False,4
Resort Hotel,0,3,2016,march,13,24,0,3,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient-Party,111.67,0,0,Check-Out,2016-03-27,3,1.0,2016-03-24,Last Minute,High,ESP,True,ES,9,False,False,False,False,False,True,False,4
Resort Hotel,0,3,2016,march,13,24,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,0,Transient-Party,107.67,1,0,Check-Out,2016-03-27,3,2.0,2016-03-24,Last Minute,High,ESP,True,ES,9,False,False,False,False,False,True,False,4
Resort Hotel,0,40,2016,march,13,23,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,0,0,Transient,70.75,0,0,Check-Out,2016-03-27,4,2.0,2016-03-23,Planned,Low,ESP,True,ES,9,False,False,False,False,False,True,False,4
Resort Hotel,0,40,2016,march,13,23,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,76.75,0,0,Check-Out,2016-03-27,4,2.0,2016-03-23,Planned,Medium,ESP,True,ES,9,False,False,False,False,False,True,False,4
Resort Hotel,0,31,2016,march,13,26,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,0,0,Transient,98.0,0,0,Check-Out,2016-03-27,1,2.0,2016-03-26,Planned,Medium,PRT,False,PR,9,False,False,True,False,False,False,False,4
Resort Hotel,0,21,2016,march,13,24,0,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,1,No Deposit,0,0,0,Transient,85.0,0,0,Check-Out,2016-03-27,3,2.0,2016-03-24,Short Notice,Medium,ESP,False,ES,9,False,False,True,False,False,False,False,4
Resort Hotel,0,3,2016,march,13,22,0,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,86.2,1,0,Check-Out,2016-03-27,5,2.0,2016-03-22,Last Minute,Medium,ESP,True,ES,9,False,False,False,False,False,True,False,4
Resort Hotel,0,24,2016,march,13,25,0,2,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,0,Transient,142.0,0,1,Check-Out,2016-03-27,2,2.0,2016-03-25,Short Notice,Premium,PRT,False,PR,9,False,False,True,False,False,False,False,4
Resort Hotel,0,24,2016,march,13,25,0,2,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,0,Transient,150.0,0,1,Check-Out,2016-03-27,2,2.0,2016-03-25,Short Notice,Premium,PRT,False,PR,9,False,False,True,False,False,False,False,4
Resort Hotel,0,7,2016,march,13,24,0,3,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240,0,0,Transient,110.0,0,2,Check-Out,2016-03-27,3,3.0,2016-03-24,Last Minute,High,PRT,True,PR,9,False,False,False,False,False,True,False,4
Resort Hotel,0,68,2016,march,12,19,2,6,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242,0,0,Transient,88.73,1,0,Check-Out,2016-03-27,8,2.0,2016-03-19,Planned,Medium,ESP,True,ES,9,False,False,False,False,False,True,False,4
Resort Hotel,0,9,2016,march,13,25,0,2,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,105.0,0,2,Check-Out,2016-03-27,2,2.0,2016-03-25,Short Notice,High,POL,True,PO,9,False,False,False,False,False,True,False,4
Resort Hotel,0,10,2016,march,14,27,1,0,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,68.0,0,2,Check-Out,2016-03-28,1,2.0,2016-03-27,Short Notice,Low,POL,True,PO,9,False,False,False,False,False,True,False,4
Resort Hotel,0,4,2016,march,13,26,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,G,0,No Deposit,240,0,0,Transient,121.0,1,1,Check-Out,2016-03-27,1,2.0,2016-03-26,Last Minute,High,ESP,True,ES,9,False,False,False,False,False,True,False,4
Resort Hotel,0,36,2016,march,13,25,0,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,0,0,Transient,107.0,0,2,Check-Out,2016-03-27,2,2.0,2016-03-25,Planned,High,ESP,True,ES,9,False,False,False,False,False,True,False,4
Resort Hotel,0,70,2016,march,13,23,0,4,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,250,0,0,Transient,94.5,0,0,Check-Out,2016-03-27,4,2.0,2016-03-23,Planned,Medium,ESP,False,ES,9,False,False,True,False,False,False,False,4
Resort Hotel,0,11,2016,march,13,23,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,85.75,0,0,Check-Out,2016-03-27,4,2.0,2016-03-23,Short Notice,Medium,ESP,True,ES,9,False,False,False,False,False,True,False,4
Resort Hotel,0,62,2016,march,13,25,0,2,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240,0,0,Transient,131.0,1,0,Check-Out,2016-03-27,2,4.0,2016-03-25,Planned,High,PRT,True,PR,9,False,False,False,False,False,True,False,4
Resort Hotel,0,76,2016,march,14,27,1,0,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,0,0,Transient,29.0,0,0,Check-Out,2016-03-28,1,2.0,2016-03-27,Planned,Low,GBR,False,GB,9,False,False,False,False,True,False,False,4
Resort Hotel,0,82,2016,march,14,28,1,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,0,0,Transient,44.0,0,0,Check-Out,2016-04-01,4,2.0,2016-03-28,Planned,Low,GBR,False,GB,9,False,False,False,False,True,False,False,4
Resort Hotel,0,79,2016,march,13,25,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,80.6,1,1,Check-Out,2016-03-28,3,2.0,2016-03-25,Planned,Medium,GBR,True,GB,9,False,False,False,False,False,True,False,4
Resort Hotel,0,51,2016,march,13,24,1,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,0,0,Transient,75.0,1,1,Check-Out,2016-03-28,4,2.0,2016-03-24,Planned,Medium,PRT,False,PR,9,False,False,True,False,False,False,False,4
Resort Hotel,0,4,2016,march,13,25,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,0,0,Transient,92.0,0,1,Check-Out,2016-03-28,3,2.0,2016-03-25,Last Minute,Medium,PRT,True,PR,9,False,False,False,False,False,True,False,4
Resort Hotel,0,64,2016,march,13,23,1,4,2,1.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,314,0,0,Transient,50.24,0,2,Check-Out,2016-03-28,5,3.0,2016-03-23,Planned,Low,ESP,False,ES,9,False,False,False,False,True,False,False,4
Resort Hotel,0,289,2016,march,14,27,1,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,45.36,0,0,Check-Out,2016-03-28,1,2.0,2016-03-27,Far Advance,Low,DEU,True,DE,9,False,False,False,False,False,True,False,4
Resort Hotel,0,0,2016,march,14,27,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,48.0,0,1,Check-Out,2016-03-28,1,2.0,2016-03-27,Last Minute,Low,PRT,True,PR,9,False,False,False,False,False,True,False,4
Resort Hotel,0,25,2016,march,14,30,0,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,I,0,No Deposit,0,0,0,Transient,0.0,0,0,Check-Out,2016-03-30,0,1.0,2016-03-30,Short Notice,Low,PRT,False,PR,9,False,False,True,False,False,False,False,4
Resort Hotel,0,43,2016,march,13,24,1,3,3,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,0,0,Transient,163.75,0,0,Check-Out,2016-03-28,4,4.0,2016-03-24,Planned,Premium,ESP,True,ES,9,False,False,False,False,False,True,False,4
Resort Hotel,0,72,2016,march,13,25,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,0,0,Transient,126.0,0,1,Check-Out,2016-03-28,3,2.0,2016-03-25,Planned,High,PRT,False,PR,9,False,False,True,False,False,False,False,4
Resort Hotel,0,1,2016,march,14,27,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,0,Transient,48.0,0,0,Check-Out,2016-03-28,1,2.0,2016-03-27,Last Minute,Low,PRT,True,PR,9,False,False,False,False,False,True,False,4
Resort Hotel,0,1,2017,february,6,11,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,240,0,0,Transient,48.0,0,1,Check-Out,2017-02-12,1,2.0,2017-02-11,Last Minute,Low,PRT,True,PR,9,False,False,False,False,False,True,False,4
Resort Hotel,0,68,2016,march,13,24,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,242,0,0,Transient,61.8,1,1,Check-Out,2016-03-28,4,2.0,2016-03-24,Planned,Low,GBR,True,GB,9,False,False,False,False,False,True,False,4
Resort Hotel,0,6,2016,march,13,24,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242,0,0,Transient,58.0,0,0,Check-Out,2016-03-28,4,2.0,2016-03-24,Last Minute,Low,PRT,True,PR,9,False,False,False,False,False,True,False,4
Resort Hotel,0,0,2016,march,13,24,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,242,0,0,Transient,60.0,1,1,Check-Out,2016-03-28,4,2.0,2016-03-24,Last Minute,Low,ESP,True,ES,9,False,False,False,False,False,True,False,4
Resort Hotel,0,12,2016,march,13,26,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,80.0,1,0,Check-Out,2016-03-28,2,2.0,2016-03-26,Short Notice,Medium,PRT,True,PR,9,False,False,False,False,False,True,False,4
Resort Hotel,0,1,2016,march,14,27,1,0,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,0,0,0,Transient,54.0,1,0,Check-Out,2016-03-28,1,2.0,2016-03-27,Last Minute,Low,ESP,False,ES,9,False,False,True,False,False,False,False,4
Resort Hotel,0,3,2016,march,13,25,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,81.0,0,0,Check-Out,2016-03-28,3,2.0,2016-03-25,Last Minute,Medium,PRT,True,PR,9,False,False,False,False,False,True,False,4
Resort Hotel,0,3,2016,march,13,25,1,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,86.0,0,0,Check-Out,2016-03-28,3,1.0,2016-03-25,Last Minute,Medium,PRT,True,PR,9,False,False,False,False,False,True,False,4
Resort Hotel,0,1,2016,march,14,27,1,0,1,0.0,0,BB,CN,Direct,Direct,0,0,0,E,E,2,No Deposit,250,0,0,Transient,80.0,1,0,Check-Out,2016-03-28,1,1.0,2016-03-27,Last Minute,Medium,CN,False,CN,9,False,False,True,False,False,False,False,4
Resort Hotel,0,3,2016,march,13,26,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,91.5,0,0,Check-Out,2016-03-28,2,2.0,2016-03-26,Last Minute,Medium,PRT,True,PR,9,False,False,False,False,False,True,False,4
Resort Hotel,0,40,2016,march,13,23,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,0,0,Transient,60.21,0,1,Check-Out,2016-03-28,5,2.0,2016-03-23,Planned,Low,ESP,True,ES,9,False,False,False,False,False,True,False,4
Resort Hotel,0,3,2016,march,14,27,1,0,2,1.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,0,0,Transient,40.25,0,1,Check-Out,2016-03-28,1,3.0,2016-03-27,Last Minute,Low,IRL,False,IR,9,False,False,False,False,True,False,False,4
Resort Hotel,0,0,2016,march,14,27,1,0,2,0.0,0,HB,NLD,Direct,Direct,0,0,0,E,E,1,No Deposit,0,0,0,Transient,84.0,0,0,Check-Out,2016-03-28,1,2.0,2016-03-27,Last Minute,Medium,NLD,False,NL,9,False,False,True,False,False,False,False,4
Resort Hotel,0,30,2016,march,13,23,1,4,2,2.0,0,BB,ESP,Direct,Direct,0,0,0,C,C,0,No Deposit,250,0,0,Transient,80.0,1,0,Check-Out,2016-03-28,5,4.0,2016-03-23,Short Notice,Medium,ESP,False,ES,9,False,False,True,False,False,False,False,4
Resort Hotel,0,19,2016,march,14,27,1,0,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,80.0,0,0,Check-Out,2016-03-28,1,2.0,2016-03-27,Short Notice,Medium,ESP,True,ES,9,False,False,False,False,False,True,False,4
Resort Hotel,0,3,2016,march,13,25,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,240,0,0,Transient,86.0,0,1,Check-Out,2016-03-28,3,2.0,2016-03-25,Last Minute,Medium,PRT,True,PR,9,False,False,False,False,False,True,False,4
Resort Hotel,0,1,2016,march,14,27,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314,0,0,Transient,38.4,0,0,Check-Out,2016-03-28,1,2.0,2016-03-27,Last Minute,Low,PRT,True,PR,9,False,False,False,False,False,True,False,4
Resort Hotel,0,1,2016,march,14,27,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,68.0,0,1,Check-Out,2016-03-28,1,2.0,2016-03-27,Last Minute,Low,PRT,True,PR,9,False,False,False,False,False,True,False,4
Resort Hotel,0,30,2016,march,13,26,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250,0,0,Transient,73.5,0,0,Check-Out,2016-03-28,2,2.0,2016-03-26,Short Notice,Medium,PRT,False,PR,9,False,False,True,False,False,False,False,4
Resort Hotel,0,0,2016,march,14,27,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,48.0,0,0,Check-Out,2016-03-28,1,2.0,2016-03-27,Last Minute,Low,PRT,False,PR,9,False,False,True,False,False,False,False,4
Resort Hotel,0,6,2016,march,14,28,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,0,Transient,48.0,0,1,Check-Out,2016-03-29,1,2.0,2016-03-28,Last Minute,Low,PRT,True,PR,9,False,False,False,False,False,True,False,4
Resort Hotel,0,37,2016,march,13,24,1,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,0,0,Transient,59.07,0,2,Check-Out,2016-03-28,4,1.0,2016-03-24,Planned,Low,GBR,True,GB,9,False,False,False,False,False,True,False,4
Resort Hotel,0,4,2016,march,13,26,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,77.5,1,0,Check-Out,2016-03-28,2,2.0,2016-03-26,Last Minute,Medium,PRT,True,PR,9,False,False,False,False,False,True,False,4
Resort Hotel,0,59,2016,march,13,24,1,3,1,0.0,0,BB,FRA,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,0,Transient,94.5,0,0,Check-Out,2016-03-28,4,1.0,2016-03-24,Planned,Medium,FRA,False,FR,9,False,False,True,False,False,False,False,4
Resort Hotel,0,28,2016,march,13,21,2,5,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,D,E,0,No Deposit,0,0,0,Transient,95.14,0,0,Check-Out,2016-03-28,7,2.0,2016-03-21,Short Notice,Medium,PRT,False,PR,9,False,False,True,False,False,False,False,4
Resort Hotel,0,31,2016,march,13,25,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,0,0,Transient,55.6,0,2,Check-Out,2016-03-28,3,2.0,2016-03-25,Planned,Low,PRT,True,PR,9,False,False,False,False,False,True,False,4
Resort Hotel,0,31,2016,march,13,25,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,0,0,Transient,61.6,1,2,Check-Out,2016-03-28,3,2.0,2016-03-25,Planned,Low,PRT,True,PR,9,False,False,False,False,False,True,False,4
Resort Hotel,0,37,2016,march,13,24,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,0,0,Transient,59.07,0,2,Check-Out,2016-03-28,4,2.0,2016-03-24,Planned,Low,GBR,True,GB,9,False,False,False,False,False,True,False,4
Resort Hotel,0,39,2016,march,13,25,1,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,110.33,1,1,Check-Out,2016-03-28,3,3.0,2016-03-25,Planned,High,GBR,True,GB,9,False,False,False,False,False,True,False,4
Resort Hotel,0,8,2016,march,13,25,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,82.67,0,1,Check-Out,2016-03-28,3,2.0,2016-03-25,Short Notice,Medium,PRT,True,PR,9,False,False,False,False,False,True,False,4
Resort Hotel,1,0,2016,march,14,28,0,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,184,0,0,Transient,0.0,0,0,Canceled,2016-03-28,0,1.0,2016-03-28,Last Minute,Low,PRT,True,PR,8,False,False,False,False,False,True,False,4
Resort Hotel,0,70,2016,march,13,21,3,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,241,0,0,Transient,39.3,0,1,Check-Out,2016-03-29,8,2.0,2016-03-21,Planned,Low,GBR,True,GB,9,False,False,False,False,False,True,False,4
Resort Hotel,0,0,2016,march,14,28,1,0,1,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,0,0,0,Transient,48.0,0,0,Check-Out,2016-03-29,1,1.0,2016-03-28,Last Minute,Low,ESP,False,ES,9,False,False,True,False,False,False,False,4
Resort Hotel,0,12,2016,march,14,27,2,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,55.0,1,1,Check-Out,2016-03-29,2,2.0,2016-03-27,Short Notice,Low,DEU,True,DE,9,False,False,False,False,False,True,False,4
Resort Hotel,0,10,2016,march,13,25,2,2,2,0.0,0,HB,ROU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient-Party,110.0,1,1,Check-Out,2016-03-29,4,2.0,2016-03-25,Short Notice,High,ROU,True,RO,9,False,False,False,False,False,True,False,4
Resort Hotel,0,14,2016,march,13,25,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,94.5,0,0,Check-Out,2016-03-29,4,2.0,2016-03-25,Short Notice,Medium,PRT,True,PR,9,False,False,False,False,False,True,False,4
Resort Hotel,0,1,2016,march,14,28,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,0,Transient,48.0,0,1,Check-Out,2016-03-29,1,2.0,2016-03-28,Last Minute,Low,PRT,True,PR,9,False,False,False,False,False,True,False,4
Resort Hotel,0,34,2016,march,13,24,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,74.2,1,0,Check-Out,2016-03-29,5,2.0,2016-03-24,Planned,Medium,ESP,True,ES,9,False,False,False,False,False,True,False,4
Resort Hotel,0,20,2016,march,14,27,2,0,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,80.0,0,1,Check-Out,2016-03-29,2,2.0,2016-03-27,Short Notice,Medium,PRT,True,PR,9,False,False,False,False,False,True,False,4
Resort Hotel,0,16,2016,march,14,27,2,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,48.0,0,1,Check-Out,2016-03-29,2,2.0,2016-03-27,Short Notice,Low,ESP,True,ES,9,False,False,False,False,False,True,False,4
Resort Hotel,0,73,2016,march,14,29,0,0,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,0,0,Transient,0.0,0,2,Check-Out,2016-03-29,0,2.0,2016-03-29,Planned,Low,PRT,True,PR,9,False,False,False,False,False,True,False,4
Resort Hotel,0,43,2016,march,13,26,2,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,79.67,1,2,Check-Out,2016-03-29,3,2.0,2016-03-26,Planned,Medium,ITA,True,IT,9,False,False,False,False,False,True,False,4
Resort Hotel,0,20,2016,march,13,26,2,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,D,0,No Deposit,196,0,0,Transient,63.84,0,1,Check-Out,2016-03-29,3,3.0,2016-03-26,Short Notice,Low,PRT,True,PR,9,False,False,False,False,False,True,False,4
Resort Hotel,0,3,2016,march,13,26,2,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,250,0,0,Transient,123.33,1,0,Check-Out,2016-03-29,3,2.0,2016-03-26,Last Minute,High,PRT,False,PR,9,False,False,True,False,False,False,False,4
Resort Hotel,0,0,2016,march,14,28,1,0,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,0,Transient,54.0,0,0,Check-Out,2016-03-29,1,2.0,2016-03-28,Last Minute,Low,ITA,True,IT,9,False,False,False,False,False,True,False,4
Resort Hotel,0,31,2016,march,13,24,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,78.2,0,1,Check-Out,2016-03-29,5,2.0,2016-03-24,Planned,Medium,PRT,True,PR,9,False,False,False,False,False,True,False,4
Resort Hotel,0,89,2016,march,13,25,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,75.3,1,1,Check-Out,2016-03-29,4,2.0,2016-03-25,Planned,Medium,FRA,True,FR,9,False,False,False,False,False,True,False,4
Resort Hotel,0,1,2016,march,14,28,1,0,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,306,0,0,Transient,30.67,0,0,Check-Out,2016-03-29,1,2.0,2016-03-28,Last Minute,Low,SWE,True,SW,9,False,False,False,False,False,True,False,4
Resort Hotel,0,13,2016,march,14,27,2,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,57.0,1,0,Check-Out,2016-03-29,2,2.0,2016-03-27,Short Notice,Low,ESP,True,ES,9,False,False,False,False,False,True,False,4
Resort Hotel,0,8,2016,march,14,28,1,0,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,196,0,0,Transient,61.2,0,0,Check-Out,2016-03-29,1,4.0,2016-03-28,Short Notice,Low,PRT,True,PR,9,False,False,False,False,False,True,False,4
Resort Hotel,0,2,2016,march,14,27,2,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,0,0,Transient,43.2,0,1,Check-Out,2016-03-29,2,2.0,2016-03-27,Last Minute,Low,PRT,False,PR,9,False,False,True,False,False,False,False,4
Resort Hotel,0,0,2016,march,14,27,2,0,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient-Party,43.0,0,0,Check-Out,2016-03-29,2,2.0,2016-03-27,Last Minute,Low,GBR,False,GB,9,False,False,True,False,False,False,False,4
Resort Hotel,0,22,2016,march,13,26,2,1,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,0,0,0,Transient,126.0,1,0,Check-Out,2016-03-29,3,2.0,2016-03-26,Short Notice,High,PRT,False,PR,9,False,False,True,False,False,False,False,4
Resort Hotel,0,42,2016,april,16,15,1,2,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,0,0,Transient,127.0,1,0,Check-Out,2016-04-18,3,2.0,2016-04-15,Planned,High,PRT,False,PR,9,False,False,True,False,False,False,False,4
Resort Hotel,0,10,2016,june,25,18,1,1,2,0.0,0,BB,PRT,Direct,Direct,1,0,1,F,E,1,No Deposit,0,0,0,Transient,152.1,1,3,Check-Out,2016-06-20,2,2.0,2016-06-18,Short Notice,Premium,PRT,False,PR,9,False,False,True,False,False,False,False,4
Resort Hotel,0,87,2016,july,30,22,2,5,2,0.0,0,HB,PRT,Direct,Direct,1,0,2,D,D,4,No Deposit,0,0,0,Transient,170.29,1,4,Check-Out,2016-07-29,7,2.0,2016-07-22,Planned,Premium,PRT,False,PR,9,False,False,True,False,False,False,False,4
Resort Hotel,0,257,2016,december,53,31,2,1,2,0.0,0,BB,PRT,Direct,Direct,1,0,3,E,E,2,No Deposit,0,0,0,Transient,177.41,1,4,Check-Out,2017-01-03,3,2.0,2016-12-31,Far Advance,Premium,PRT,False,PR,9,False,False,True,False,False,False,False,4
Resort Hotel,0,74,2016,march,14,29,8,20,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,2,No Deposit,250,0,0,Transient,50.91,0,0,Check-Out,2016-04-26,28,2.0,2016-03-29,Planned,Low,GBR,False,GB,9,False,False,True,False,False,False,False,4
Resort Hotel,0,74,2016,march,13,22,2,6,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,62.38,0,1,Check-Out,2016-03-30,8,2.0,2016-03-22,Planned,Low,IRL,True,IR,9,False,False,False,False,False,True,False,4
Resort Hotel,0,70,2016,march,13,26,2,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,8,0,0,Transient,45.0,0,0,Check-Out,2016-03-30,4,2.0,2016-03-26,Planned,Low,GBR,False,GB,9,False,False,False,False,True,False,False,4
Resort Hotel,0,0,2016,march,14,29,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,48.0,0,0,Check-Out,2016-03-30,1,2.0,2016-03-29,Last Minute,Low,PRT,False,PR,9,False,False,True,False,False,False,False,4
