CustomerID,CustomerName,Segment,JoinDate
CUST00559,Customer 0559,Corporate,2023-02-10
CUST00560,Customer 0560,Consumer,2021-07-17
CUST00561,Customer 0561,Consumer,2022-11-26
CUST00562,Customer 0562,Consumer,2021-06-20
CUST00563,Customer 0563,Corporate,2024-02-24
CUST00564,Customer 0564,Corporate,2021-05-31
CUST00565,Customer 0565,Corporate,2021-05-16
CUST00566,Customer 0566,Corporate,2023-07-21
CUST00567,Customer 0567,Corporate,2021-11-18
CUST00568,Customer 0568,Consumer,2022-05-29
CUST00569,Customer 0569,Consumer,2022-04-04
CUST00570,Customer 0570,Consumer,2021-11-13
CUST00571,Customer 0571,Consumer,2024-01-18
CUST00572,Customer 0572,Corporate,2023-10-08
CUST00573,Customer 0573,Consumer,2021-12-15
CUST00574,Customer 0574,Corporate,2023-09-30
CUST00575,Customer 0575,Small Business,2023-11-08
CUST00576,Customer 0576,Consumer,2023-02-27
CUST00577,Customer 0577,Small Business,2023-04-25
CUST00578,Customer 0578,Corporate,2024-09-27
CUST00579,Customer 0579,Small Business,2022-10-25
CUST00580,Customer 0580,Consumer,2022-07-17
CUST00581,Customer 0581,Consumer,2023-02-26
CUST00582,Customer 0582,Consumer,2024-05-05
CUST00583,Customer 0583,Consumer,2023-11-02
CUST00584,Customer 0584,Consumer,2021-04-20
CUST00585,Customer 0585,Small Business,2022-11-02
CUST00586,Customer 0586,Corporate,2023-12-17
CUST00587,Customer 0587,Consumer,2021-11-23
CUST00588,Customer 0588,Consumer,2024-12-14
CUST00589,Customer 0589,Consumer,2024-03-25
CUST00590,Customer 0590,Consumer,2024-05-21
CUST00591,Customer 0591,Small Business,2021-04-30
CUST00592,Customer 0592,Consumer,2023-04-27
CUST00593,Customer 0593,Consumer,2023-02-10
CUST00594,Customer 0594,Corporate,2023-07-05
CUST00595,Customer 0595,Consumer,2024-05-26
CUST00596,Customer 0596,Consumer,2022-05-31
CUST00597,Customer 0597,Corporate,2023-02-19
CUST00598,Customer 0598,Corporate,2023-09-20
CUST00599,Customer 0599,Small Business,2024-01-05
CUST00600,Customer 0600,Corporate,2024-01-30
CUST00601,Customer 0601,Consumer,2022-05-07
CUST00602,Customer 0602,Corporate,2024-12-28
CUST00603,Customer 0603,Small Business,2021-01-15
CUST00604,Customer 0604,Corporate,2022-12-20
CUST00605,Customer 0605,Small Business,2023-06-08
CUST00606,Customer 0606,Corporate,2021-03-31
CUST00607,Customer 0607,Small Business,2022-10-21
CUST00608,Customer 0608,Consumer,2023-05-20
CUST00609,Customer 0609,Corporate,2023-06-07
CUST00610,Customer 0610,Consumer,2021-06-23
CUST00611,Customer 0611,Consumer,2022-02-10
CUST00612,Customer 0612,Corporate,2021-12-24
CUST00613,Customer 0613,Small Business,2023-07-24
CUST00614,Customer 0614,Small Business,2022-04-26
CUST00615,Customer 0615,Consumer,2023-04-15
CUST00616,Customer 0616,Corporate,2023-12-04
CUST00617,Customer 0617,Corporate,2024-03-10
CUST00618,Customer 0618,Consumer,2021-09-26
CUST00619,Customer 0619,Consumer,2024-08-12
CUST00620,Customer 0620,Consumer,2021-08-30
CUST00621,Customer 0621,Corporate,2021-02-01
CUST00622,Customer 0622,Consumer,2021-03-07
CUST00623,Customer 0623,Small Business,2021-10-21
CUST00624,Customer 0624,Consumer,2024-06-28
CUST00625,Customer 0625,Small Business,2021-10-31
CUST00626,Customer 0626,Consumer,2023-10-10
CUST00627,Customer 0627,Corporate,2022-09-04
CUST00628,Customer 0628,Consumer,2021-02-28
CUST00629,Customer 0629,Consumer,2022-10-11
CUST00630,Customer 0630,Corporate,2021-02-11
CUST00631,Customer 0631,Small Business,2022-11-27
CUST00632,Customer 0632,Corporate,2023-03-27
CUST00633,Customer 0633,Consumer,2023-02-01
CUST00634,Customer 0634,Consumer,2022-02-17
CUST00635,Customer 0635,Consumer,2024-01-25
CUST00636,Customer 0636,Consumer,2023-05-22
CUST00637,Customer 0637,Corporate,2022-01-07
CUST00638,Customer 0638,Corporate,2022-09-27
CUST00639,Customer 0639,Corporate,2021-06-08
CUST00640,Customer 0640,Small Business,2024-09-10
CUST00641,Customer 0641,Corporate,2024-01-05
CUST00642,Customer 0642,Corporate,2022-02-25
CUST00643,Customer 0643,Consumer,2023-09-13
CUST00644,Customer 0644,Consumer,2023-09-19
CUST00645,Customer 0645,Corporate,2023-06-10
CUST00646,Customer 0646,Small Business,2021-03-20
CUST00647,Customer 0647,Consumer,2024-07-06
CUST00648,Customer 0648,Consumer,2024-10-27
CUST00649,Customer 0649,Corporate,2024-11-23
CUST00650,Customer 0650,Consumer,2024-12-02
CUST00651,Customer 0651,Consumer,2024-09-18
CUST00652,Customer 0652,Small Business,2023-12-16
CUST00653,Customer 0653,Corporate,2021-03-25
CUST00654,Customer 0654,Consumer,2022-11-11
CUST00655,Customer 0655,Small Business,2021-12-24
CUST00656,Customer 0656,Consumer,2021-11-18
CUST00657,Customer 0657,Small Business,2024-04-27
CUST00658,Customer 0658,Consumer,2024-04-01
CUST00659,Customer 0659,Corporate,2023-02-02
CUST00660,Customer 0660,Consumer,2023-12-12
CUST00661,Customer 0661,Consumer,2021-07-08
CUST00662,Customer 0662,Small Business,2021-11-21
CUST00663,Customer 0663,Consumer,2024-06-10
CUST00664,Customer 0664,Consumer,2022-10-21
CUST00665,Customer 0665,Consumer,2023-03-10
CUST00666,Customer 0666,Corporate,2022-11-07
CUST00667,Customer 0667,Corporate,2021-10-23
CUST00668,Customer 0668,Small Business,2024-04-21
CUST00669,Customer 0669,Consumer,2024-01-13
CUST00670,Customer 0670,Consumer,2023-09-26
CUST00671,Customer 0671,Consumer,2022-05-31
CUST00672,Customer 0672,Consumer,2023-07-29
CUST00673,Customer 0673,Small Business,2024-10-23
CUST00674,Customer 0674,Corporate,2023-08-07
CUST00675,Customer 0675,Corporate,2022-12-23
CUST00676,Customer 0676,Consumer,2022-01-30
CUST00677,Customer 0677,Small Business,2023-02-03
CUST00678,Customer 0678,Consumer,2022-06-27
CUST00679,Customer 0679,Consumer,2023-06-12
CUST00680,Customer 0680,Consumer,2021-03-08
CUST00681,Customer 0681,Consumer,2021-10-05
CUST00682,Customer 0682,Consumer,2024-02-23
CUST00683,Customer 0683,Consumer,2022-07-10
CUST00684,Customer 0684,Consumer,2022-09-25
CUST00685,Customer 0685,Corporate,2023-03-06
CUST00686,Customer 0686,Consumer,2022-10-02
CUST00687,Customer 0687,Consumer,2024-01-13
CUST00688,Customer 0688,Small Business,2021-12-25
CUST00689,Customer 0689,Corporate,2024-01-13
CUST00690,Customer 0690,Consumer,2021-11-02
CUST00691,Customer 0691,Consumer,2022-06-26
CUST00692,Customer 0692,Small Business,2023-05-09
CUST00693,Customer 0693,Consumer,2024-07-17
CUST00694,Customer 0694,Consumer,2021-12-06
CUST00695,Customer 0695,Small Business,2023-05-08
CUST00696,Customer 0696,Consumer,2021-04-04
CUST00697,Customer 0697,Corporate,2021-04-21
CUST00698,Customer 0698,Corporate,2024-01-26
CUST00699,Customer 0699,Corporate,2023-11-16
CUST00700,Customer 0700,Consumer,2022-07-04
CUST00701,Customer 0701,Consumer,2023-06-29
CUST00702,Customer 0702,Consumer,2022-07-10
CUST00703,Customer 0703,Consumer,2022-02-09
CUST00704,Customer 0704,Small Business,2022-09-22
CUST00705,Customer 0705,Consumer,2022-04-01
CUST00706,Customer 0706,Consumer,2024-04-04
CUST00707,Customer 0707,Corporate,2022-08-25
CUST00708,Customer 0708,Corporate,2022-04-14
CUST00709,Customer 0709,Consumer,2023-02-22
CUST00710,Customer 0710,Consumer,2024-01-12
CUST00711,Customer 0711,Small Business,2022-02-04
CUST00712,Customer 0712,Corporate,2024-10-03
CUST00713,Customer 0713,Corporate,2022-11-08
CUST00714,Customer 0714,Small Business,2023-08-23
CUST00715,Customer 0715,Corporate,2024-10-29
CUST00716,Customer 0716,Consumer,2022-09-23
CUST00717,Customer 0717,Consumer,2021-10-19
CUST00718,Customer 0718,Consumer,2023-12-28
CUST00719,Customer 0719,Corporate,2021-01-10
CUST00720,Customer 0720,Small Business,2022-10-31
CUST00721,Customer 0721,Consumer,2024-12-01
CUST00722,Customer 0722,Consumer,2022-08-29
CUST00723,Customer 0723,Consumer,2023-09-26
CUST00724,Customer 0724,Small Business,2023-02-06
CUST00725,Customer 0725,Consumer,2021-11-10
CUST00726,Customer 0726,Consumer,2022-04-09
CUST00727,Customer 0727,Consumer,2023-02-04
CUST00728,Customer 0728,Consumer,2021-06-02
CUST00729,Customer 0729,Consumer,2022-08-29
CUST00730,Customer 0730,Consumer,2022-08-29
CUST00731,Customer 0731,Consumer,2024-05-03
CUST00732,Customer 0732,Consumer,2021-06-30
CUST00733,Customer 0733,Consumer,2024-05-15
CUST00734,Customer 0734,Consumer,2022-08-23
CUST00735,Customer 0735,Consumer,2023-08-09
CUST00736,Customer 0736,Corporate,2023-03-25
CUST00737,Customer 0737,Consumer,2022-03-14
CUST00738,Customer 0738,Consumer,2024-09-20
CUST00739,Customer 0739,Consumer,2021-11-24
CUST00740,Customer 0740,Consumer,2021-02-22
CUST00741,Customer 0741,Consumer,2024-01-01
CUST00742,Customer 0742,Consumer,2023-06-27
CUST00743,Customer 0743,Small Business,2024-07-24
CUST00744,Customer 0744,Consumer,2022-10-31
CUST00745,Customer 0745,Consumer,2021-01-25
CUST00746,Customer 0746,Consumer,2021-01-30
CUST00747,Customer 0747,Consumer,2022-09-25
CUST00748,Customer 0748,Consumer,2021-12-31
CUST00749,Customer 0749,Corporate,2024-09-08
CUST00750,Customer 0750,Corporate,2021-06-22
CUST00751,Customer 0751,Consumer,2024-07-09
CUST00752,Customer 0752,Consumer,2021-11-13
CUST00753,Customer 0753,Consumer,2021-06-24
CUST00754,Customer 0754,Consumer,2022-02-05
CUST00755,Customer 0755,Corporate,2021-07-30
CUST00756,Customer 0756,Consumer,2022-08-09
CUST00757,Customer 0757,Consumer,2022-04-28
CUST00758,Customer 0758,Small Business,2023-02-12
CUST00759,Customer 0759,Consumer,2023-02-24
CUST00760,Customer 0760,Consumer,2021-01-02
CUST00761,Customer 0761,Corporate,2021-07-02
CUST00762,Customer 0762,Consumer,2021-08-25
CUST00763,Customer 0763,Consumer,2021-10-12
CUST00764,Customer 0764,Consumer,2021-05-17
CUST00765,Customer 0765,Small Business,2022-04-05
CUST00766,Customer 0766,Consumer,2023-03-14
CUST00767,Customer 0767,Consumer,2022-03-27
CUST00768,Customer 0768,Consumer,2022-04-26
CUST00769,Customer 0769,Consumer,2022-11-17
CUST00770,Customer 0770,Corporate,2023-03-12
CUST00771,Customer 0771,Consumer,2022-04-29
CUST00772,Customer 0772,Consumer,2021-11-20
CUST00773,Customer 0773,Corporate,2022-08-21
CUST00774,Customer 0774,Corporate,2021-02-05
CUST00775,Customer 0775,Consumer,2022-12-21
CUST00776,Customer 0776,Small Business,2024-10-06
CUST00777,Customer 0777,Corporate,2022-08-04
CUST00778,Customer 0778,Consumer,2021-06-08
CUST00779,Customer 0779,Corporate,2023-10-30
CUST00780,Customer 0780,Small Business,2021-07-05
CUST00781,Customer 0781,Consumer,2021-10-10
CUST00782,Customer 0782,Small Business,2021-08-02
CUST00783,Customer 0783,Consumer,2024-07-14
CUST00784,Customer 0784,Corporate,2024-12-03
CUST00785,Customer 0785,Small Business,2023-04-12
CUST00786,Customer 0786,Consumer,2023-06-21
CUST00787,Customer 0787,Corporate,2023-08-01
CUST00788,Customer 0788,Consumer,2023-06-11
CUST00789,Customer 0789,Corporate,2023-03-06
CUST00790,Customer 0790,Corporate,2024-12-11
CUST00791,Customer 0791,Consumer,2023-12-07
CUST00792,Customer 0792,Consumer,2021-05-10
CUST00793,Customer 0793,Consumer,2022-07-27
CUST00794,Customer 0794,Consumer,2024-11-23
CUST00795,Customer 0795,Consumer,2022-08-13
CUST00796,Customer 0796,Consumer,2021-10-25
CUST00797,Customer 0797,Consumer,2024-06-21
CUST00798,Customer 0798,Consumer,2023-06-29
CUST00799,Customer 0799,Corporate,2023-04-02
CUST00800,Customer 0800,Corporate,2022-09-06
CUST00801,Customer 0801,Corporate,2021-07-01
CUST00802,Customer 0802,Consumer,2022-07-15
CUST00803,Customer 0803,Small Business,2022-10-01
CUST00804,Customer 0804,Corporate,2024-09-21
CUST00805,Customer 0805,Consumer,2022-03-25
CUST00806,Customer 0806,Consumer,2021-08-06
CUST00807,Customer 0807,Corporate,2022-09-17
CUST00808,Customer 0808,Consumer,2024-12-26
CUST00809,Customer 0809,Consumer,2022-12-06
CUST00810,Customer 0810,Small Business,2022-07-08
CUST00811,Customer 0811,Consumer,2023-09-01
CUST00812,Customer 0812,Consumer,2023-08-06
CUST00813,Customer 0813,Small Business,2022-03-13
CUST00814,Customer 0814,Corporate,2024-11-14
CUST00815,Customer 0815,Consumer,2023-05-16
CUST00816,Customer 0816,Small Business,2021-03-26
CUST00817,Customer 0817,Small Business,2022-08-19
CUST00818,Customer 0818,Consumer,2024-09-09
CUST00819,Customer 0819,Corporate,2022-07-29
CUST00820,Customer 0820,Consumer,2023-04-10
CUST00821,Customer 0821,Consumer,2023-06-14
CUST00822,Customer 0822,Corporate,2023-10-26
CUST00823,Customer 0823,Consumer,2024-06-27
CUST00824,Customer 0824,Corporate,2021-08-06
CUST00825,Customer 0825,Corporate,2023-01-25
CUST00826,Customer 0826,Consumer,2023-02-18
CUST00827,Customer 0827,Corporate,2021-08-11
CUST00828,Customer 0828,Consumer,2023-09-11
CUST00829,Customer 0829,Small Business,2021-06-22
CUST00830,Customer 0830,Consumer,2022-10-29
CUST00831,Customer 0831,Corporate,2022-04-28
CUST00832,Customer 0832,Consumer,2021-08-15
CUST00833,Customer 0833,Consumer,2024-04-15
CUST00834,Customer 0834,Corporate,2021-12-23
CUST00835,Customer 0835,Corporate,2022-01-08
CUST00836,Customer 0836,Consumer,2024-06-01
CUST00837,Customer 0837,Corporate,2024-07-04
CUST00838,Customer 0838,Small Business,2021-02-20
CUST00839,Customer 0839,Consumer,2022-02-10
CUST00840,Customer 0840,Consumer,2023-11-01
CUST00841,Customer 0841,Consumer,2024-02-11
CUST00842,Customer 0842,Corporate,2024-12-30
CUST00843,Customer 0843,Consumer,2023-03-21
CUST00844,Customer 0844,Consumer,2021-01-11
CUST00845,Customer 0845,Consumer,2024-06-29
CUST00846,Customer 0846,Small Business,2021-08-24
CUST00847,Customer 0847,Consumer,2021-06-26
CUST00848,Customer 0848,Corporate,2023-09-12
CUST00849,Customer 0849,Consumer,2023-06-01
CUST00850,Customer 0850,Small Business,2021-03-29
CUST00851,Customer 0851,Consumer,2021-09-05
CUST00852,Customer 0852,Consumer,2023-05-12
CUST00853,Customer 0853,Small Business,2022-01-08
CUST00854,Customer 0854,Small Business,2023-09-26
CUST00855,Customer 0855,Consumer,2022-08-25
CUST00856,Customer 0856,Consumer,2023-05-09
CUST00857,Customer 0857,Corporate,2022-11-25
CUST00858,Customer 0858,Small Business,2022-06-18
CUST00859,Customer 0859,Consumer,2022-05-15
CUST00860,Customer 0860,Consumer,2023-10-16
CUST00861,Customer 0861,Corporate,2023-01-22
CUST00862,Customer 0862,Corporate,2023-05-18
CUST00863,Customer 0863,Corporate,2023-04-23
CUST00864,Customer 0864,Consumer,2021-10-31
CUST00865,Customer 0865,Consumer,2024-08-26
CUST00866,Customer 0866,Small Business,2023-04-03
CUST00867,Customer 0867,Small Business,2023-11-15
CUST00868,Customer 0868,Corporate,2024-07-11
CUST00869,Customer 0869,Consumer,2024-09-12
CUST00870,Customer 0870,Consumer,2023-09-01
CUST00871,Customer 0871,Corporate,2024-02-24
CUST00872,Customer 0872,Consumer,2022-11-20
CUST00873,Customer 0873,Small Business,2023-12-14
CUST00874,Customer 0874,Consumer,2022-04-15
CUST00875,Customer 0875,Corporate,2023-11-06
CUST00876,Customer 0876,Small Business,2021-05-06
CUST00877,Customer 0877,Consumer,2024-08-27
CUST00878,Customer 0878,Consumer,2021-12-24
CUST00879,Customer 0879,Corporate,2023-08-17
CUST00880,Customer 0880,Corporate,2021-01-17
CUST00881,Customer 0881,Consumer,2021-08-16
CUST00882,Customer 0882,Corporate,2024-12-11
CUST00883,Customer 0883,Small Business,2024-05-01
CUST00884,Customer 0884,Consumer,2021-11-21
CUST00885,Customer 0885,Consumer,2021-07-11
CUST00886,Customer 0886,Consumer,2024-04-04
CUST00887,Customer 0887,Consumer,2024-12-16
CUST00888,Customer 0888,Consumer,2021-09-04
CUST00889,Customer 0889,Consumer,2023-08-28
CUST00890,Customer 0890,Corporate,2022-02-19
CUST00891,Customer 0891,Consumer,2023-12-23
CUST00892,Customer 0892,Small Business,2022-09-03
CUST00893,Customer 0893,Consumer,2021-07-03
CUST00894,Customer 0894,Consumer,2022-04-19
CUST00895,Customer 0895,Corporate,2023-02-26
CUST00896,Customer 0896,Small Business,2024-03-11
CUST00897,Customer 0897,Consumer,2021-01-31
CUST00898,Customer 0898,Consumer,2024-10-30
CUST00899,Customer 0899,Consumer,2023-08-07
CUST00900,Customer 0900,Consumer,2024-07-01
CUST00901,Customer 0901,Consumer,2024-09-19
CUST00902,Customer 0902,Consumer,2021-08-13
CUST00903,Customer 0903,Consumer,2021-05-17
CUST00904,Customer 0904,Consumer,2024-02-08
CUST00905,Customer 0905,Small Business,2021-10-02
CUST00906,Customer 0906,Corporate,2021-08-05
CUST00907,Customer 0907,Consumer,2022-11-16
CUST00908,Customer 0908,Consumer,2024-08-26
CUST00909,Customer 0909,Consumer,2024-03-07
CUST00910,Customer 0910,Consumer,2023-01-27
CUST00911,Customer 0911,Corporate,2021-10-14
CUST00912,Customer 0912,Small Business,2022-05-07
CUST00913,Customer 0913,Small Business,2023-10-03
CUST00914,Customer 0914,Small Business,2021-08-18
CUST00915,Customer 0915,Small Business,2023-02-05
CUST00916,Customer 0916,Small Business,2021-01-18
CUST00917,Customer 0917,Consumer,2022-04-20
CUST00918,Customer 0918,Consumer,2021-12-29
CUST00919,Customer 0919,Consumer,2023-09-22
CUST00920,Customer 0920,Consumer,2024-08-27
CUST00921,Customer 0921,Consumer,2021-08-02
CUST00922,Customer 0922,Corporate,2024-03-10
CUST00923,Customer 0923,Corporate,2023-08-16
CUST00924,Customer 0924,Consumer,2024-11-16
CUST00925,Customer 0925,Consumer,2024-08-23
CUST00926,Customer 0926,Consumer,2021-05-28
CUST00927,Customer 0927,Consumer,2023-12-22
CUST00928,Customer 0928,Small Business,2023-05-15
CUST00929,Customer 0929,Corporate,2021-06-15
CUST00930,Customer 0930,Corporate,2022-01-11
CUST00931,Customer 0931,Consumer,2024-09-15
CUST00932,Customer 0932,Consumer,2023-03-04
CUST00933,Customer 0933,Consumer,2022-05-10
CUST00934,Customer 0934,Corporate,2022-04-13
CUST00935,Customer 0935,Corporate,2024-05-08
CUST00936,Customer 0936,Consumer,2022-02-18
CUST00937,Customer 0937,Small Business,2021-08-20
CUST00938,Customer 0938,Consumer,2023-04-18
CUST00939,Customer 0939,Small Business,2024-12-20
CUST00940,Customer 0940,Consumer,2021-09-25
CUST00941,Customer 0941,Consumer,2022-01-08
CUST00942,Customer 0942,Corporate,2022-11-16
CUST00943,Customer 0943,Consumer,2021-10-19
CUST00944,Customer 0944,Consumer,2023-08-09
CUST00945,Customer 0945,Consumer,2022-01-06
CUST00946,Customer 0946,Consumer,2021-07-07
CUST00947,Customer 0947,Corporate,2022-01-17
CUST00948,Customer 0948,Small Business,2024-09-20
CUST00949,Customer 0949,Small Business,2024-09-26
CUST00950,Customer 0950,Consumer,2023-01-09
CUST00951,Customer 0951,Consumer,2022-08-08
CUST00952,Customer 0952,Consumer,2024-04-11
CUST00953,Customer 0953,Consumer,2021-10-11
CUST00954,Customer 0954,Consumer,2023-08-13
CUST00955,Customer 0955,Small Business,2023-09-20
CUST00956,Customer 0956,Small Business,2023-11-03
CUST00957,Customer 0957,Corporate,2021-11-15
CUST00958,Customer 0958,Consumer,2023-11-12
CUST00959,Customer 0959,Consumer,2023-06-13
CUST00960,Customer 0960,Consumer,2024-07-01
CUST00961,Customer 0961,Consumer,2021-09-12
CUST00962,Customer 0962,Consumer,2023-06-15
CUST00963,Customer 0963,Consumer,2024-04-26
CUST00964,Customer 0964,Consumer,2022-02-11
CUST00965,Customer 0965,Small Business,2023-12-22
CUST00966,Customer 0966,Consumer,2021-05-26
CUST00967,Customer 0967,Small Business,2023-11-15
CUST00968,Customer 0968,Consumer,2023-06-05
CUST00969,Customer 0969,Consumer,2021-10-09
CUST00970,Customer 0970,Consumer,2021-04-07
CUST00971,Customer 0971,Consumer,2023-12-25
CUST00972,Customer 0972,Consumer,2021-12-19
CUST00973,Customer 0973,Consumer,2022-12-28
CUST00974,Customer 0974,Small Business,2021-03-30
CUST00975,Customer 0975,Consumer,2024-11-07
CUST00976,Customer 0976,Corporate,2023-03-13
CUST00977,Customer 0977,Consumer,2024-09-22
CUST00978,Customer 0978,Consumer,2021-08-23
CUST00979,Customer 0979,Consumer,2021-10-28
CUST00980,Customer 0980,Consumer,2023-06-11
CUST00981,Customer 0981,Small Business,2023-06-02
CUST00982,Customer 0982,Corporate,2024-02-29
CUST00983,Customer 0983,Corporate,2024-09-16
CUST00984,Customer 0984,Consumer,2024-04-14
CUST00985,Customer 0985,Consumer,2021-07-24
CUST00986,Customer 0986,Small Business,2022-03-28
CUST00987,Customer 0987,Consumer,2024-08-27
CUST00988,Customer 0988,Consumer,2023-03-13
CUST00989,Customer 0989,Consumer,2024-06-19
CUST00990,Customer 0990,Corporate,2023-04-02
CUST00991,Customer 0991,Corporate,2021-03-14
CUST00992,Customer 0992,Corporate,2022-11-22
CUST00993,Customer 0993,Corporate,2024-04-19
CUST00994,Customer 0994,Consumer,2023-08-15
CUST00995,Customer 0995,Small Business,2021-07-13
CUST00996,Customer 0996,Consumer,2021-11-03
CUST00997,Customer 0997,Corporate,2024-06-01
CUST00998,Customer 0998,Consumer,2024-11-30
CUST00999,Customer 0999,Small Business,2024-01-05
CUST01000,Customer 1000,Consumer,2021-05-24
CUST01001,Customer 1001,Consumer,2023-06-24
CUST01002,Customer 1002,Consumer,2024-04-25
CUST01003,Customer 1003,Consumer,2023-07-24
CUST01004,Customer 1004,Consumer,2023-05-18
CUST01005,Customer 1005,Corporate,2022-11-14
CUST01006,Customer 1006,Consumer,2021-12-24
CUST01007,Customer 1007,Small Business,2022-02-14
CUST01008,Customer 1008,Consumer,2023-12-25
CUST01009,Customer 1009,Corporate,2021-04-12
CUST01010,Customer 1010,Consumer,2021-05-04
CUST01011,Customer 1011,Corporate,2022-08-03
CUST01012,Customer 1012,Corporate,2024-02-05
CUST01013,Customer 1013,Consumer,2023-08-18
CUST01014,Customer 1014,Small Business,2023-05-12
CUST01015,Customer 1015,Consumer,2023-02-19
CUST01016,Customer 1016,Consumer,2021-06-11
CUST01017,Customer 1017,Corporate,2022-04-30
CUST01018,Customer 1018,Corporate,2021-04-27
CUST01019,Customer 1019,Consumer,2024-01-12
CUST01020,Customer 1020,Consumer,2024-01-02
CUST01021,Customer 1021,Small Business,2022-01-12
CUST01022,Customer 1022,Corporate,2022-03-04
CUST01023,Customer 1023,Small Business,2022-04-09
CUST01024,Customer 1024,Consumer,2024-07-22
CUST01025,Customer 1025,Corporate,2022-12-15
CUST01026,Customer 1026,Consumer,2024-01-18
CUST01027,Customer 1027,Small Business,2022-10-18
CUST01028,Customer 1028,Consumer,2023-10-17
CUST01029,Customer 1029,Corporate,2023-02-11
CUST01030,Customer 1030,Consumer,2022-02-11
CUST01031,Customer 1031,Consumer,2024-07-03
CUST01032,Customer 1032,Corporate,2023-11-02
CUST01033,Customer 1033,Consumer,2024-01-29
CUST01034,Customer 1034,Small Business,2024-10-16
CUST01035,Customer 1035,Consumer,2021-12-30
CUST01036,Customer 1036,Corporate,2021-05-14
CUST01037,Customer 1037,Consumer,2023-05-01
CUST01038,Customer 1038,Consumer,2022-04-22
CUST01039,Customer 1039,Consumer,2022-09-29
CUST01040,Customer 1040,Consumer,2021-12-09
CUST01041,Customer 1041,Consumer,2022-08-05
CUST01042,Customer 1042,Corporate,2022-07-29
CUST01043,Customer 1043,Corporate,2022-05-27
CUST01044,Customer 1044,Corporate,2023-12-20
CUST01045,Customer 1045,Consumer,2023-05-16
CUST01046,Customer 1046,Consumer,2022-11-24
CUST01047,Customer 1047,Consumer,2021-06-14
CUST01048,Customer 1048,Corporate,2023-04-14
CUST01049,Customer 1049,Small Business,2021-09-13
CUST01050,Customer 1050,Consumer,2022-04-04
CUST01051,Customer 1051,Corporate,2022-08-29
CUST01052,Customer 1052,Consumer,2021-07-26
CUST01053,Customer 1053,Consumer,2022-07-23
CUST01054,Customer 1054,Consumer,2022-01-25
CUST01055,Customer 1055,Consumer,2024-05-25
CUST01056,Customer 1056,Corporate,2024-06-09
CUST01057,Customer 1057,Small Business,2021-01-07
CUST01058,Customer 1058,Consumer,2023-05-30
CUST01059,Customer 1059,Consumer,2023-07-25
CUST01060,Customer 1060,Corporate,2022-07-06
CUST01061,Customer 1061,Small Business,2022-11-16
CUST01062,Customer 1062,Corporate,2024-02-28
CUST01063,Customer 1063,Consumer,2022-07-06
CUST01064,Customer 1064,Corporate,2021-04-05
CUST01065,Customer 1065,Consumer,2022-06-28
CUST01066,Customer 1066,Small Business,2022-01-06
CUST01067,Customer 1067,Consumer,2022-07-13
CUST01068,Customer 1068,Corporate,2021-12-02
CUST01069,Customer 1069,Consumer,2021-08-07
CUST01070,Customer 1070,Consumer,2024-12-09
CUST01071,Customer 1071,Small Business,2021-07-08
CUST01072,Customer 1072,Corporate,2023-10-28
CUST01073,Customer 1073,Consumer,2023-11-14
CUST01074,Customer 1074,Small Business,2023-06-21
CUST01075,Customer 1075,Small Business,2024-08-23
CUST01076,Customer 1076,Consumer,2021-01-08
CUST01077,Customer 1077,Consumer,2022-03-17
CUST01078,Customer 1078,Consumer,2021-09-27
CUST01079,Customer 1079,Corporate,2023-04-23
CUST01080,Customer 1080,Consumer,2023-07-17
CUST01081,Customer 1081,Consumer,2024-08-03
CUST01082,Customer 1082,Small Business,2022-07-09
CUST01083,Customer 1083,Small Business,2021-12-11
CUST01084,Customer 1084,Corporate,2024-09-11
CUST01085,Customer 1085,Small Business,2023-09-10
CUST01086,Customer 1086,Corporate,2024-01-22
CUST01087,Customer 1087,Corporate,2022-10-12
CUST01088,Customer 1088,Corporate,2022-10-16
CUST01089,Customer 1089,Consumer,2022-07-23
CUST01090,Customer 1090,Consumer,2023-12-31
CUST01091,Customer 1091,Consumer,2021-11-04
CUST01092,Customer 1092,Corporate,2024-11-25
CUST01093,Customer 1093,Consumer,2021-09-14
CUST01094,Customer 1094,Consumer,2022-11-05
CUST01095,Customer 1095,Corporate,2022-04-05
CUST01096,Customer 1096,Consumer,2023-07-28
CUST01097,Customer 1097,Consumer,2023-09-21
CUST01098,Customer 1098,Corporate,2024-09-03
CUST01099,Customer 1099,Small Business,2024-02-27
CUST01100,Customer 1100,Consumer,2021-12-30
CUST01101,Customer 1101,Consumer,2021-10-29
CUST01102,Customer 1102,Consumer,2024-07-18
CUST01103,Customer 1103,Corporate,2022-12-14
CUST01104,Customer 1104,Corporate,2021-05-23
CUST01105,Customer 1105,Consumer,2024-04-19
CUST01106,Customer 1106,Corporate,2023-08-05
CUST01107,Customer 1107,Consumer,2021-02-07
CUST01108,Customer 1108,Consumer,2024-02-17
CUST01109,Customer 1109,Small Business,2023-06-06
CUST01110,Customer 1110,Consumer,2023-06-17
CUST01111,Customer 1111,Consumer,2024-06-16
CUST01112,Customer 1112,Consumer,2022-12-25
CUST01113,Customer 1113,Corporate,2022-11-05
CUST01114,Customer 1114,Small Business,2023-06-21
CUST01115,Customer 1115,Small Business,2021-10-16
CUST01116,Customer 1116,Consumer,2021-08-10
CUST01117,Customer 1117,Consumer,2024-05-16
